# Export texte de la base — tables par modèle
Généré: 2025-08-14 17:22:02
Fichier source: /Users/HouDa/PycharmProjects/ParcInfo/export_all_tables.json

## Résumé
• Modèles: 20
• Enregistrements: 2089
• Répartition par modèle:
  - auth.group: 4
  - chatbot.chatbotinteraction: 1470
  - chatbot.chatmessage: 14
  - chatbot.documentvector: 307
  - chatbot.intentexample: 3
  - commande_bureau.commandebureau: 1
  - commande_bureau.descriptionbureau: 96
  - commande_bureau.designationbureau: 26
  - commande_bureau.lignecommandebureau: 1
  - commande_informatique.commande: 2
  - commande_informatique.description: 64
  - commande_informatique.designation: 28
  - commande_informatique.lignecommande: 3
  - demande_equipement.archivedecharge: 5
  - demande_equipement.demandeequipement: 10
  - fournisseurs.fournisseur: 42
  - livraison.livraison: 3
  - materiel_bureautique.materielbureau: 1
  - materiel_informatique.materielinformatique: 5
  - users.customuser: 4

## Détails par modèle

Model: auth.group  (rows: 4)
|--|-------------------------|------------------------------------------------------------|
|pk|name                     |permissions                                                 |
|--|-------------------------|------------------------------------------------------------|
|1 |Super Admin              |[1, 2, 3, 4, 9, 10, 11, 12, 5, 6, 7, 8, 53, 54, 55, 56, 57,…|
|2 |Gestionnaire Informatique|[]                                                          |
|3 |Gestionnaire Bureau      |[]                                                          |
|4 |Employe                  |[]                                                          |
|--|-------------------------|------------------------------------------------------------|

Model: chatbot.chatbotinteraction  (rows: 1470)
|----|--------------------------|------------------------------------------------------------|-----------|---------------------|-------------|-----------|------------------------|------------------------------------------------------------|
|142 |null                      |📦 **Matériel de type PC**\n📋 **Résultats sémantiques**\n• c…|0          |default              |False        |0          |2025-08-08T15:04:36.219Z|❓ "Est-ce que tu peux m'afficher les PC et imprimantes qui …|
|143 |null                      |📦 **Matériel de type BAIE**\n💻 **Matériel Informatique**\n•…|0          |default              |False        |0          |2025-08-08T15:05:22.233Z|donenr le code inventaire de baie                           |
|144 |null                      |❌ Aucun matériel trouvé pour le numéro de série DE . Types …|0          |default              |False        |0          |2025-08-08T15:05:44.949Z|donner le numero de serie de armoire                        |
|145 |null                      |📦 **Matériel de type ARMOIRE**\n• Aucun matériel informatiq…|0          |default              |False        |0          |2025-08-08T15:05:55.931Z|code inventaire de armoire                                  |
|146 |null                      |❌ Aucun matériel trouvé pour le numéro de série DE . Types …|0          |default              |False        |0          |2025-08-08T15:06:09.848Z|donenr numero de serie de call server                       |
|147 |null                      |📦 **Matériel de type SRV**\n• Aucun matériel informatique t…|0          |default              |False        |0          |2025-08-08T15:06:19.306Z|code inventaire de call server                              |
|148 |null                      |📦 **Matériel de type SRV**\n• Aucun matériel informatique t…|0          |default              |False        |0          |2025-08-08T15:06:30.734Z|Call Server                                                 |
|149 |null                      |📋 **Demandes pour BUREAU**\n• #22 - superadmin - bureau - f…|0          |default              |False        |0          |2025-08-08T15:07:23.038Z|liste designation bureau                                    |
|150 |null                      |👥 **Utilisateurs**\n• employe anonyme (👤 Employé) - 1 info …|0          |default              |False        |0          |2025-08-08T15:07:31.019Z|👥 Utilisateurs et affectations                              |
|151 |null                      |🚚 **Livraisons**\n• AOO2025 - 2025-08-14 - ✅ Livrée\n• BC23…|0          |default              |False        |0          |2025-08-08T15:07:33.440Z|🚚 Suivi des livraisons                                      |
|152 |null                      |📦 **Commandes**\n• BC23 (Informatique) - test - 2025-07-04\…|0          |default              |False        |0          |2025-08-08T15:07:35.774Z|📦 Voir toutes les commandes                                 |
|153 |null                      |📦 **Matériel de type IMP**\n📋 **Résultats sémantiques**\n• …|0          |default              |False        |0          |2025-08-08T15:09:07.123Z|C’est qui qui fournit nos écrans et imprimantes ?           |
|154 |null                      |📦 **Commandes**\n• BC23 (Informatique) - test - 2025-07-04\…|0          |default              |False        |0          |2025-08-08T15:12:45.556Z|Commandes récentes                                          |
|155 |null                      |👥 **Affectations**\n\n📦 **Non affecté** : 2 info + 0 bureau |0          |default              |False        |0          |2025-08-08T15:14:20.815Z|Quels sont les équipements que tu as en stock mais pas enco…|
|156 |null                      |🏢 **Fournisseurs**\n• 218 LABS SARL - 218 RDC GROUPE AL MAJ…|0          |default              |False        |0          |2025-08-08T15:14:37.835Z|Je cherche le nom du fournisseur qui a livré l'équipement e…|
|157 |null                      |📦 **Commandes**\n• Aucune commande trouvée.\n\nTypes dispon…|0          |default              |False        |0          |2025-08-08T15:14:59.146Z|Est-ce qu’on a déjà eu des commandes pour des imprimantes ? |
|158 |null                      |📊 **Tableau de bord complet**\n\n🖥️ **Matériel**\n   • Info…|0          |default              |False        |0          |2025-08-08T15:15:11.361Z|Combien de matériels ont été affectés au total ?            |
|159 |null                      |💻 **cd12**\n   • Type : Informatique\n   • Statut : affecte…|0          |default              |False        |0          |2025-08-08T15:15:38.509Z|Dis-moi tout ce que tu sais sur le code cd12                |
|160 |null                      |💻 **cd14**\n   • Type : Informatique\n   • Statut : affecte…|0          |default              |False        |0          |2025-08-08T15:15:42.399Z|Dis-moi tout ce que tu sais sur le code cd14                |
|161 |null                      |💻 **cd13**\n   • Type : Informatique\n   • Statut : affecte…|0          |default              |False        |0          |2025-08-08T15:15:46.502Z|Dis-moi tout ce que tu sais sur le code cd13                |
|162 |null                      |❌ Aucun matériel trouvé avec le code : SN1\n📋 **Résultats s…|0          |default              |False        |0          |2025-08-08T15:16:09.722Z|Tu peux me donner les utilisateurs liés à du matériel avec …|
|163 |null                      |🚚 **Livraisons**\n• AOO2025 - 2025-08-14 - ✅ Livrée\n• BC23…|0          |default              |False        |0          |2025-08-08T15:16:31.162Z|Est-ce que le matériel eq18 est encore en attente de livrai…|
|164 |null                      |📊 **Tableau de bord complet**\n\n🖥️ **Matériel**\n   • Info…|0          |default              |False        |0          |2025-08-08T15:16:56.286Z|Tu as des chiffres sur les demandes en attente ?"           |
|165 |null                      |🤖 **Assistant ParcInfo - Aide rapide**\n\n**Commandes princ…|0          |default              |False        |0          |2025-08-08T15:17:06.569Z|Qui sont nos partenaires commerciaux ?                      |
|166 |null                      |📦 **Matériel de type BUREAU**\n• Aucun matériel informatiqu…|0          |default              |False        |0          |2025-08-08T15:17:32.437Z|Y a-t-il du matériel dans le bureau 2 attribué à quelqu’un ?|
|167 |null                      |❌ Aucun matériel trouvé avec le code : IMP22\n📋 **Résultats…|0          |default              |False        |0          |2025-08-08T15:17:52.251Z|Je veux la série du code IMP22, c’est pour la maintenance   |
|168 |null                      |🤖 **Assistant ParcInfo - Aide rapide**\n\n**Commandes princ…|0          |default              |False        |0          |2025-08-08T15:18:16.280Z|Quels équipements sont tombés en panne ou sont cassés       |
|169 |null                      |📦 **Matériel complet du parc**\n💻 **Matériel Informatique**…|0          |default              |False        |0          |2025-08-08T15:18:23.420Z|Quels utilisateurs n’ont encore rien reçu comme matériel ?  |
|170 |null                      |📦 **Matériel de type PC**\n📋 **Résultats sémantiques**\n• c…|0          |default              |False        |0          |2025-08-08T15:18:35.769Z|Donne-moi la liste des équipements de type 'PC' ou 'serveur…|
|171 |null                      |🤖 **Assistant ParcInfo - Aide rapide**\n\n**Commandes princ…|0          |default              |False        |0          |2025-08-08T15:18:46.591Z|Peut tu me lister les eqipemant qu’on n’a pas donner à des …|
|172 |null                      |🏢 **Fournisseurs**\n• 218 LABS SARL - 218 RDC GROUPE AL MAJ…|0          |default              |False        |0          |2025-08-08T15:18:59.455Z|montre moi les trucs du bureau 3 par fournisseur wana"      |
|173 |null                      |❌ Aucun matériel trouvé avec le code : SN1\n📋 **Résultats s…|0          |default              |False        |0          |2025-08-08T15:20:17.478Z|Quel est le nom de l'utilisateur qui utilise un équipement …|
|174 |null                      |🏢 **Fournisseurs**\n• 218 LABS SARL - 218 RDC GROUPE AL MAJ…|0          |default              |False        |0          |2025-08-08T15:20:33.815Z|Donne-moi le nom des fournisseurs qui ont livré des équipem…|
|175 |null                      |👥 **Affectations**\n• employe anonyme - 0 info + 0 bureau\n…|0          |default              |False        |0          |2025-08-08T15:20:51.131Z|Est-ce qu’il reste du matériel de bureau en bon état qui n’…|
|176 |null                      |👥 **Utilisateurs**\n• employe anonyme (👤 Employé) - 1 info …|0          |default              |False        |0          |2025-08-08T15:21:01.414Z|Quels utilisateurs n’ont reçu aucun équipement jusqu’à main…|
|177 |null                      |📦 **Matériel de type SRV**\n• Aucun matériel informatique t…|0          |default              |False        |0          |2025-08-08T15:21:14.806Z|Est-ce que le fournisseur ONBOARDTECH a déjà fourni du maté…|
